Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Year,Fantasy_Pts
101,Marshawn Lynch,2TM,RB,24,16,14.0,0.0,0.0,0.0,0.0,0.0,202.0,737.0,3.65,6.0,26.0,22.0,145.0,6.59,0.0,4.0,4.0,6,0.0,0.0,116.0,138.2,148.2,127.2,,33,,2010,138.20000131428242
102,Pierre Garcon,IND,WR,24,14,14.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,119.0,67.0,784.0,11.7,6.0,0.0,0.0,6,0.0,0.0,115.0,182.0,185.0,148.5,,31,,2010,182.00000117719173
103,Austin Collie,IND,WR,25,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,71.0,58.0,649.0,11.19,8.0,1.0,1.0,8,0.0,0.0,111.0,168.9,172.9,139.9,,32,,2010,168.90000096708536
104,Davone Bess,MIA,WR,25,16,8.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,-1.5,0.0,125.0,79.0,820.0,10.38,5.0,3.0,1.0,5,0.0,0.0,110.0,188.7,192.7,149.2,,34,,2010,188.70000121742487
105,Michael Crabtree,SFO,WR,23,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,101.0,55.0,741.0,13.47,6.0,0.0,0.0,6,0.0,0.0,110.0,165.1,168.1,137.6,,33,,2010,165.10000110417604
106,Kerry Collins,TEN,QB,38,10,7.0,160.0,278.0,1823.0,14.0,8.0,10.0,1.0,0.1,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,0,0.0,1.0,109.0,109.0,123.0,117.0,,28,,2010,163.25000135973096
107,Tim Hightower,ARI,RB,24,16,13.0,0.0,0.0,0.0,0.0,0.0,153.0,736.0,4.81,5.0,42.0,21.0,136.0,6.48,0.0,5.0,4.0,5,0.0,0.0,109.0,130.2,140.2,119.7,,34,,2010,130.20000129938126
108,Malcom Floyd,SDG,WR,29,11,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,77.0,37.0,717.0,19.38,6.0,1.0,0.0,6,0.0,0.0,108.0,144.7,147.7,126.2,,36,,2010,144.70000106841326
109,Santonio Holmes,NYJ,WR,26,12,10.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.5,0.0,96.0,52.0,746.0,14.35,6.0,2.0,2.0,6,0.0,0.0,108.0,160.3,165.3,134.3,,35,,2010,160.3000011369586
110,Chad Johnson,CIN,WR,32,14,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,126.0,67.0,831.0,12.4,4.0,0.0,0.0,4,0.0,0.0,107.0,174.1,177.1,140.6,,37,,2010,174.1000012382865
111,Nate Washington,TEN,WR,27,16,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,-8.0,0.0,94.0,42.0,687.0,16.36,6.0,0.0,0.0,6,0.0,0.0,104.0,145.9,148.9,124.9,,38,,2010,145.90000101178885
112,Anthony Armstrong,WAS,WR,27,15,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,86.0,44.0,871.0,19.8,3.0,1.0,1.0,3,0.0,0.0,103.0,147.1,151.1,125.1,,40,,2010,147.10000129789114
113,Nate Burleson,DET,WR,29,14,14.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,11.57,0.0,86.0,55.0,625.0,11.36,6.0,2.0,2.0,6,0.0,0.0,103.0,157.6,162.6,130.1,,41,,2010,157.60000105202198
114,Hines Ward,PIT,WR,34,16,15.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,95.0,59.0,755.0,12.8,5.0,1.0,1.0,5,0.0,0.0,103.0,162.3,166.3,132.8,,39,,2010,162.30000112205744
115,Dez Bryant,DAL,WR,22,12,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,45.0,561.0,12.47,6.0,1.0,1.0,8,0.0,0.0,102.0,147.1,151.1,124.6,,42,,2010,135.10000083595514
116,Jacoby Ford,OAK,WR,23,16,9.0,0.0,0.0,0.0,0.0,0.0,10.0,155.0,15.5,2.0,54.0,25.0,470.0,18.8,2.0,3.0,2.0,7,0.0,0.0,101.0,125.5,133.5,113.0,,43,,2010,107.50000093132257
117,Jabar Gaffney,DEN,WR,30,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,112.0,65.0,875.0,13.46,2.0,1.0,0.0,2,0.0,0.0,100.0,164.5,167.5,132.0,,44,,2010,164.5000013038516
118,Chris Ivory,NOR,RB,22,12,4.0,0.0,0.0,0.0,0.0,0.0,137.0,716.0,5.23,5.0,1.0,1.0,17.0,17.0,0.0,4.0,2.0,5,0.0,0.0,99.0,100.3,105.3,99.8,,35,,2010,100.30000109225512
119,Tony Romo,DAL,QB,30,6,6.0,148.0,213.0,1605.0,11.0,7.0,6.0,38.0,6.33,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,0,0.0,0.0,99.0,99.1,109.1,106.1,,29,,2010,144.15000126883388
120,Tim Tebow,DEN,QB,23,9,3.0,41.0,82.0,654.0,5.0,3.0,43.0,227.0,5.28,6.0,0.0,0.0,0.0,,0.0,1.0,0.0,6,0.0,0.0,99.0,98.9,107.9,101.9,,30,,2010,118.40000082552433
121,Brett Favre,MIN,QB,41,13,13.0,217.0,358.0,2509.0,11.0,19.0,17.0,8.0,0.47,0.0,0.0,0.0,0.0,,0.0,7.0,5.0,0,0.0,0.0,97.0,97.2,124.2,116.2,,31,,2010,163.2500018812716
122,Shonn Greene,NYJ,RB,25,15,2.0,0.0,0.0,0.0,0.0,0.0,185.0,766.0,4.14,2.0,24.0,16.0,120.0,7.5,0.0,3.0,2.0,2,0.0,0.0,97.0,112.6,120.6,104.6,,37,,2010,112.60000132024288
123,Jonathan Stewart,CAR,RB,23,14,7.0,0.0,0.0,0.0,0.0,0.0,178.0,770.0,4.33,2.0,14.0,8.0,103.0,12.88,1.0,4.0,4.0,3,0.0,0.0,97.0,105.3,115.3,101.3,,36,,2010,105.30000130087137
124,James Jones,GNB,WR,26,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87.0,50.0,679.0,13.58,5.0,3.0,1.0,5,0.0,0.0,96.0,145.9,149.9,120.9,,46,,2010,145.90000101178885
125,Brandon Pettigrew,DET,TE,25,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,111.0,71.0,722.0,10.17,4.0,0.0,0.0,4,0.0,0.0,96.0,167.2,170.2,131.7,,12,,2010,167.20000107586384
126,Mike Sims-Walker,JAX,WR,26,14,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,80.0,43.0,562.0,13.07,7.0,1.0,1.0,7,0.0,0.0,96.0,139.2,143.2,117.7,,45,,2010,139.20000083744526
127,Danny Amendola,STL,WR,25,16,6.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,11.57,0.0,123.0,85.0,689.0,8.11,3.0,2.0,0.0,3,0.0,0.0,95.0,180.0,183.0,137.5,,48,,2010,180.0000011473894
128,Robert Meachem,NOR,WR,26,16,7.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,3.5,0.0,66.0,44.0,638.0,14.5,5.0,0.0,0.0,5,0.0,0.0,95.0,139.2,142.2,117.2,,47,,2010,139.2000009715557
129,Cadillac Williams,TAM,RB,28,16,9.0,0.0,0.0,0.0,0.0,0.0,125.0,437.0,3.5,2.0,64.0,46.0,355.0,7.72,1.0,1.0,1.0,3,0.0,0.0,95.0,141.2,148.2,118.2,,39,,2010,141.20000118017197
130,Ricky Williams,MIA,RB,33,16,0.0,0.0,0.0,0.0,0.0,0.0,159.0,673.0,4.23,2.0,30.0,19.0,141.0,7.42,1.0,4.0,2.0,3,0.0,0.0,95.0,114.4,122.4,104.9,,38,,2010,114.40000121295452
131,Ben Watson,CLE,TE,30,16,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,102.0,68.0,763.0,11.22,3.0,0.0,0.0,3,0.0,0.0,94.0,162.2,165.2,128.2,,13,,2010,162.20000113546848
132,Devin Hester,CHI,WR,28,16,13.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,4.29,0.0,73.0,40.0,475.0,11.88,4.0,0.0,0.0,7,0.0,0.0,93.0,132.5,135.5,112.5,,49,,2010,114.50000075250864
133,Jason Snelling,ATL,RB,27,14,0.0,0.0,0.0,0.0,0.0,0.0,87.0,324.0,3.72,2.0,51.0,44.0,303.0,6.89,3.0,2.0,0.0,5,0.0,0.0,93.0,136.7,142.7,114.7,,40,,2010,136.7000009343028
134,Rashad Jennings,JAX,RB,25,13,3.0,0.0,0.0,0.0,0.0,0.0,84.0,459.0,5.46,4.0,35.0,26.0,223.0,8.58,0.0,0.0,0.0,4,0.0,0.0,92.0,118.2,124.2,105.2,,41,,2010,118.2000010162592
135,Kevin Walter,HOU,WR,29,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,80.0,51.0,621.0,12.18,5.0,0.0,0.0,5,0.0,0.0,92.0,143.1,146.1,117.6,,50,,2010,143.1000009253621
136,Derek Anderson,ARI,QB,27,12,9.0,169.0,327.0,2065.0,7.0,10.0,5.0,25.0,5.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,0,0.0,1.0,91.0,91.1,106.1,101.1,,32,,2010,135.7500015757978
137,Justin Forsett,SEA,RB,25,16,5.0,0.0,0.0,0.0,0.0,0.0,118.0,523.0,4.43,2.0,51.0,33.0,252.0,7.64,0.0,0.0,0.0,2,0.0,0.0,90.0,122.5,128.5,106.0,,42,,2010,122.50000115483999
138,Todd Heap,BAL,TE,30,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,40.0,599.0,14.98,5.0,1.0,0.0,5,0.0,0.0,90.0,129.9,132.9,109.9,,14,,2010,129.90000089257956
139,Colt McCoy,CLE,QB,24,8,8.0,135.0,222.0,1576.0,6.0,9.0,28.0,136.0,4.86,1.0,1.0,1.0,13.0,13.0,0.0,1.0,0.0,1,0.0,0.0,90.0,90.9,105.9,99.4,,33,,2010,127.7000013962388
140,Vince Young,TEN,QB,27,9,8.0,93.0,156.0,1255.0,10.0,3.0,25.0,125.0,5.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,0,0.0,0.0,89.0,88.7,101.7,91.7,,34,,2010,124.25000112131238
141,Steve Breaston,ARI,WR,27,13,11.0,1.0,2.0,17.0,0.0,0.0,3.0,35.0,11.67,0.0,87.0,47.0,718.0,15.28,1.0,0.0,0.0,2,0.0,0.0,88.0,135.0,138.0,111.5,,51,,2010,129.15000113472342
142,Mike Goodson,CAR,RB,23,16,3.0,0.0,0.0,0.0,0.0,0.0,103.0,452.0,4.39,3.0,57.0,40.0,310.0,7.75,0.0,6.0,3.0,3,0.0,0.0,88.0,128.2,137.2,108.2,,43,,2010,128.20000113546848
143,Jacob Tamme,IND,TE,25,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,93.0,67.0,631.0,9.42,4.0,0.0,0.0,4,0.0,0.0,87.0,154.1,157.1,120.6,,15,,2010,154.10000094026327
144,Mike Williams,SEA,WR,26,14,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,65.0,751.0,11.55,2.0,0.0,0.0,2,0.0,0.0,87.0,152.1,155.1,119.6,,52,,2010,152.1000011190772
145,Keiland Williams,WAS,RB,24,15,3.0,0.0,0.0,0.0,0.0,0.0,65.0,261.0,4.02,3.0,58.0,39.0,309.0,7.92,2.0,1.0,1.0,5,0.0,0.0,85.0,124.0,131.0,104.5,,44,,2010,124.00000084936619
146,Joseph Addai,IND,RB,27,8,7.0,0.0,0.0,0.0,0.0,0.0,116.0,495.0,4.27,4.0,26.0,19.0,124.0,6.53,0.0,2.0,1.0,4,0.0,0.0,84.0,102.9,109.9,93.4,,45,,2010,102.90000092238188
147,Eddie Royal,DEN,WR,24,16,10.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,10.17,0.0,105.0,59.0,627.0,10.63,3.0,4.0,2.0,3,0.0,0.0,83.0,141.8,146.8,112.3,,53,,2010,141.8000010251999
148,Darren Sproles,SDG,RB,27,16,3.0,0.0,0.0,0.0,0.0,0.0,50.0,267.0,5.34,0.0,75.0,59.0,520.0,8.81,2.0,3.0,4.0,2,0.0,0.0,83.0,141.7,151.7,112.2,,46,,2010,141.7000011727214
149,Donald Brown,IND,RB,23,13,8.0,0.0,0.0,0.0,0.0,0.0,129.0,497.0,3.85,2.0,28.0,20.0,205.0,10.25,0.0,0.0,0.0,2,0.0,0.0,82.0,102.2,108.2,92.2,,47,,2010,102.20000104606152
150,Josh Morgan,SFO,WR,25,16,11.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.5,0.0,80.0,44.0,698.0,15.86,2.0,2.0,1.0,2,0.0,0.0,82.0,125.5,129.5,103.5,,54,,2010,125.50000106543303
151,Kevin Boss,NYG,TE,26,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,35.0,531.0,15.17,5.0,1.0,1.0,5,0.0,0.0,81.0,116.1,120.1,98.6,,16,,2010,116.10000079125166
152,Maurice Morris,DET,RB,31,14,7.0,0.0,0.0,0.0,0.0,0.0,90.0,336.0,3.73,5.0,31.0,25.0,170.0,6.8,0.0,1.0,0.0,5,0.0,0.0,81.0,105.6,111.6,93.1,,48,,2010,105.60000075399876
153,Roy Williams,DAL,WR,29,15,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,37.0,530.0,14.32,5.0,3.0,2.0,5,1.0,0.0,81.0,118.0,123.0,99.5,,55,,2010,118.00000078976154
154,Lee Evans,BUF,WR,29,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,84.0,37.0,578.0,15.62,4.0,2.0,1.0,4,0.0,0.0,80.0,116.8,120.8,98.3,,56,,2010,116.80000086128712
155,Donald Driver,GNB,WR,35,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,51.0,565.0,11.08,4.0,1.0,1.0,4,0.0,0.0,79.0,129.5,133.5,104.0,,58,,2010,129.5000008419156
156,Ben Obomanu,SEA,WR,27,15,6.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.5,0.0,49.0,30.0,494.0,16.47,4.0,0.0,0.0,4,2.0,0.0,79.0,109.1,112.1,94.1,,57,,2010,109.10000076144934
157,Brian Westbrook,SFO,RB,31,14,5.0,0.0,0.0,0.0,0.0,0.0,77.0,340.0,4.42,4.0,24.0,16.0,150.0,9.38,1.0,0.0,0.0,5,0.0,0.0,79.0,95.0,101.0,87.0,,49,,2010,95.0000007301569
158,Jordan Shipley,CIN,WR,25,15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,52.0,600.0,11.54,3.0,0.0,0.0,3,0.0,0.0,78.0,130.0,133.0,104.0,,59,,2010,130.00000089406967
159,Anthony Fasano,MIA,TE,26,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60.0,39.0,528.0,13.54,4.0,0.0,0.0,4,0.0,0.0,77.0,115.8,118.8,96.3,,17,,2010,115.80000078678131
160,Brandon Gibson,STL,WR,23,14,12.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,9.33,0.0,91.0,53.0,620.0,11.7,2.0,0.0,0.0,2,0.0,0.0,77.0,129.8,132.8,103.3,,62,,2010,129.80000096559525
161,Jacoby Jones,HOU,WR,26,15,7.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,0.0,78.0,51.0,562.0,11.02,3.0,1.0,0.0,3,1.0,0.0,77.0,127.9,130.9,102.4,,61,,2010,127.90000084787607
162,Troy Smith,SFO,QB,26,6,6.0,73.0,145.0,1176.0,5.0,4.0,23.0,121.0,5.26,1.0,0.0,0.0,0.0,,0.0,6.0,0.0,1,0.0,0.0,77.0,77.1,87.1,81.1,,35,,2010,102.90000105649233
163,Brandon Tate,NWE,WR,23,16,10.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,12.4,0.0,46.0,24.0,432.0,18.0,3.0,1.0,1.0,5,0.0,0.0,77.0,101.4,105.4,89.4,,60,,2010,89.40000073611736
164,Willis McGahee,BAL,RB,29,15,2.0,0.0,0.0,0.0,0.0,0.0,100.0,380.0,3.8,5.0,17.0,14.0,55.0,3.93,1.0,2.0,2.0,6,0.0,0.0,76.0,89.5,94.5,82.5,,50,,2010,89.50000064820051
165,Earl Bennett,CHI,WR,23,14,3.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,71.0,46.0,561.0,12.2,3.0,1.0,0.0,3,0.0,0.0,75.0,121.0,124.0,98.0,,64,,2010,121.00000084936619
166,Brent Celek,PHI,TE,25,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,79.0,42.0,511.0,12.17,4.0,0.0,0.0,4,0.0,0.0,75.0,117.1,120.1,96.1,,18,,2010,117.10000076144934
167,Louis Murphy,OAK,WR,23,14,9.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,43.0,0.0,78.0,41.0,609.0,14.85,2.0,2.0,1.0,2,0.0,0.0,75.0,116.2,120.2,95.7,,63,,2010,116.20000097155571
168,Joel Dreessen,HOU,TE,28,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,36.0,518.0,14.39,4.0,1.0,1.0,4,0.0,0.0,74.0,109.8,113.8,91.8,,19,,2010,109.80000077188015
169,John Kuhn,GNB,FB,28,16,2.0,0.0,0.0,0.0,0.0,0.0,84.0,281.0,3.35,4.0,18.0,15.0,97.0,6.47,2.0,1.0,0.0,6,0.0,0.0,74.0,88.8,91.8,81.3,,51,,2010,88.8000005632639
170,Tony Moeaki,KAN,TE,23,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,47.0,556.0,11.83,3.0,0.0,0.0,3,0.0,0.0,74.0,120.6,123.6,97.1,,20,,2010,120.60000082850456
171,Jermaine Gresham,CIN,TE,22,15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,83.0,52.0,471.0,9.06,4.0,2.0,1.0,4,1.0,0.0,71.0,123.1,127.1,97.1,,21,,2010,123.10000070184469
172,Steve Smith,NYG,WR,25,9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,75.0,48.0,529.0,11.02,3.0,0.0,0.0,3,0.0,0.0,71.0,118.9,121.9,94.9,,65,,2010,118.90000078827143
173,David Gettis,CAR,WR,23,15,13.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.67,0.0,67.0,37.0,508.0,13.73,3.0,0.0,0.0,3,0.0,0.0,69.0,106.0,109.0,87.5,,67,,2010,106.00000075995922
174,Randy Moss,3TM,WR,33,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,63.0,28.0,393.0,14.04,5.0,0.0,0.0,5,0.0,0.0,69.0,97.3,100.3,83.3,,66,,2010,97.30000058561563
175,Brian Hartline,MIA,WR,24,12,11.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,13.5,0.0,73.0,43.0,615.0,14.3,1.0,1.0,1.0,1,0.0,0.0,68.0,111.2,115.2,89.7,,68,,2010,111.20000095665455
176,Greg Olsen,CHI,TE,25,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,41.0,404.0,9.85,5.0,2.0,1.0,5,0.0,0.0,68.0,109.4,113.4,88.9,,22,,2010,109.40000060200691
177,Marcel Reece,OAK,FB,25,16,10.0,0.0,0.0,0.0,0.0,0.0,30.0,122.0,4.07,1.0,43.0,25.0,333.0,13.32,3.0,1.0,1.0,4,0.0,0.0,68.0,92.5,99.5,80.0,,52,,2010,92.50000067800283
178,Marion Barber III,DAL,RB,27,13,10.0,0.0,1.0,0.0,0.0,0.0,113.0,374.0,3.31,4.0,16.0,11.0,49.0,4.45,0.0,0.0,0.0,4,0.0,0.0,66.0,77.3,80.3,71.8,,53,,2010,77.30000063031912
179,Jimmy Graham,NOR,TE,24,15,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,44.0,31.0,356.0,11.48,5.0,1.0,0.0,5,0.0,0.0,66.0,96.9,99.9,81.4,,23,,2010,96.90000053495169
180,Blair White,IND,WR,23,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.0,36.0,355.0,9.86,5.0,1.0,0.0,5,0.0,0.0,66.0,101.5,104.5,83.5,,69,,2010,101.50000052899122
181,Jason Avant,PHI,WR,27,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,76.0,51.0,573.0,11.24,1.0,0.0,0.0,1,1.0,0.0,65.0,116.3,119.3,90.8,,70,,2010,116.30000085383654
182,Visanthe Shiancoe,MIN,TE,30,16,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,79.0,47.0,530.0,11.28,2.0,0.0,0.0,2,0.0,0.0,65.0,112.0,115.0,88.5,,24,,2010,112.00000078976154
183,Jordy Nelson,GNB,WR,25,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,45.0,582.0,12.93,2.0,3.0,3.0,2,0.0,0.0,64.0,109.2,115.2,86.7,,72,,2010,109.20000086724758
184,Steve Smith Sr.,CAR,WR,31,14,14.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,100.0,46.0,554.0,12.04,2.0,3.0,2.0,2,0.0,0.0,64.0,110.3,115.3,87.3,,71,,2010,110.30000083893538
185,Deon Butler,SEA,WR,24,13,8.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,70.0,36.0,385.0,10.69,4.0,0.0,0.0,4,0.0,0.0,63.0,99.1,102.1,81.1,,74,,2010,99.1000005826354
186,Michael Jenkins,ATL,WR,28,11,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,41.0,505.0,12.32,2.0,0.0,0.0,2,0.0,0.0,63.0,103.5,106.5,83.0,,75,,2010,103.50000075250864
187,Mohamed Massaquoi,CLE,WR,24,15,14.0,1.0,1.0,29.0,1.0,0.0,1.0,-3.0,-3.0,0.0,73.0,36.0,483.0,13.42,2.0,1.0,1.0,2,0.0,0.0,63.0,99.2,103.2,81.2,,73,,2010,101.45000073686242
188,Kevin Kolb,PHI,QB,26,7,5.0,115.0,189.0,1197.0,7.0,7.0,15.0,65.0,4.33,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,0,0.0,0.0,62.0,62.4,75.4,69.4,,36,,2010,95.35000098869205
189,Derrick Ward,HOU,RB,30,16,0.0,0.0,0.0,0.0,0.0,0.0,50.0,315.0,6.3,4.0,11.0,7.0,61.0,8.71,0.0,0.0,0.0,4,0.0,0.0,62.0,68.6,71.6,65.1,,54,,2010,68.60000056028366
190,Correll Buckhalter,DEN,RB,32,15,0.0,0.0,0.0,0.0,0.0,0.0,59.0,147.0,2.49,2.0,39.0,28.0,240.0,8.57,2.0,1.0,1.0,4,0.0,0.0,61.0,88.7,95.7,74.7,,55,,2010,88.70000057667494
191,Heath Miller,PIT,TE,28,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,67.0,42.0,512.0,12.19,2.0,1.0,1.0,2,0.0,0.0,61.0,103.2,107.2,82.2,,25,,2010,103.20000076293945
192,Owen Daniels,HOU,TE,28,11,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68.0,38.0,471.0,12.39,2.0,0.0,0.0,2,0.0,0.0,59.0,97.1,100.1,78.1,,26,,2010,97.10000070184469
193,Brandon LaFell,CAR,WR,24,14,2.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,60.0,0.0,77.0,38.0,468.0,12.32,1.0,0.0,0.0,1,0.0,0.0,59.0,96.8,99.8,77.8,,76,,2010,96.80000078678131
194,Jeremy Shockey,NOR,TE,30,13,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,59.0,41.0,408.0,9.95,3.0,0.0,0.0,3,0.0,0.0,59.0,99.8,102.8,79.3,,27,,2010,99.80000060796738
195,Chester Taylor,CHI,RB,31,16,1.0,0.0,0.0,0.0,0.0,0.0,112.0,267.0,2.38,3.0,26.0,20.0,139.0,6.95,0.0,0.0,0.0,3,0.0,0.0,59.0,78.6,84.6,68.6,,58,,2010,78.60000060498714
196,Pierre Thomas,NOR,RB,26,6,3.0,0.0,0.0,0.0,0.0,0.0,83.0,269.0,3.24,2.0,29.0,29.0,201.0,6.93,0.0,0.0,0.0,2,0.0,0.0,59.0,88.0,94.0,73.5,,57,,2010,88.00000070035458
197,Beanie Wells,ARI,RB,22,13,2.0,0.0,0.0,0.0,0.0,0.0,116.0,397.0,3.42,2.0,8.0,5.0,74.0,14.8,0.0,1.0,0.0,2,0.0,0.0,59.0,64.1,67.1,61.6,,56,,2010,64.10000070184469
198,Jimmy Clausen,CAR,QB,23,13,10.0,157.0,299.0,1558.0,3.0,9.0,23.0,57.0,2.48,0.0,0.0,0.0,0.0,,0.0,9.0,2.0,0,0.0,0.0,58.0,58.0,72.0,67.0,,37,,2010,88.60000124573708
199,T.J. Houshmandzadeh,BAL,WR,33,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.0,30.0,398.0,13.27,3.0,1.0,0.0,3,0.0,0.0,58.0,87.8,90.8,72.8,,77,,2010,87.80000059306622
200,Patrick Crayton,SDG,WR,31,9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.0,28.0,514.0,18.36,1.0,0.0,0.0,1,0.0,0.0,57.0,85.4,88.4,71.4,,78,,2010,85.40000076591969
201,Drew Stanton,DET,QB,26,6,3.0,69.0,119.0,780.0,4.0,3.0,18.0,113.0,6.28,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,1,0.0,0.0,57.0,56.5,66.5,59.5,,38,,2010,75.30000074952841
202,Arrelious Benn,TAM,WR,22,15,9.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,5.83,0.0,38.0,25.0,395.0,15.8,2.0,1.0,0.0,2,0.0,0.0,55.0,80.0,83.0,67.5,,79,,2010,80.00000064074993
203,Jerricho Cotchery,NYJ,WR,28,14,5.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,-0.75,0.0,86.0,41.0,433.0,10.56,2.0,0.0,0.0,2,0.0,0.0,55.0,96.0,99.0,75.5,,80,,2010,96.00000064074993
204,Brad Smith,NYJ,WR,27,16,2.0,2.0,3.0,6.0,1.0,0.0,38.0,299.0,7.87,1.0,7.0,4.0,44.0,11.0,0.0,1.0,1.0,3,0.0,0.0,55.0,58.5,62.5,56.5,,81,,2010,48.60000051558018
205,Roscoe Parrish,BUF,WR,28,8,6.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,7.67,0.0,53.0,33.0,400.0,12.12,2.0,1.0,0.0,2,0.0,0.0,54.0,87.3,90.3,70.8,,82,,2010,87.30000063031912
206,Bo Scaife,TEN,TE,29,14,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,52.0,36.0,318.0,8.83,4.0,2.0,1.0,4,0.0,0.0,54.0,89.8,93.8,71.8,,28,,2010,89.80000047385693
